ROW_ID,SK_ID_CURR,Cluster,Segment,Detected By,Detector Count,Queue Route,Anomaly Scope,Outlier Type,Sampled Density Corroboration,Review Type,Priority,Primary Driver,Record Evidence,Business Interpretation,Recommended Action,Review Owner,Automatic Decision Allowed,Extreme Trigger Field,Extreme Trigger Standardized Value,Extreme Trigger Business Value,Evidence Value Basis
337571,318694,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",5,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme longest instalment delay,"Longest instalment delay is 2,614.00 days; its prepared detection value is +24.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 2,614 days. 5.9% of observed instalments were more than 30 days late.","The first review point is extreme longest instalment delay: Longest instalment delay is 2,614.00 days; its prepared detection value is +24.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 318694: start with extreme longest instalment delay: longest instalment delay is 2,614.00 days; its prepared detection value is +24.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile longest instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MAX,24.55142683170437,"2,614.00 days",Uses original source values where available and observed history summaries otherwise
337742,319829,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",5,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average instalment delay,"Average instalment delay is 688.50 days; its prepared detection value is +79.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 1,376 days. 50.0% of observed instalments were more than 30 days late.","The first review point is extreme average instalment delay: Average instalment delay is 688.50 days; its prepared detection value is +79.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 319829: start with extreme average instalment delay: average instalment delay is 688.50 days; its prepared detection value is +79.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MEAN,79.80600805272934,688.50 days,Uses original source values where available and observed history summaries otherwise
339740,334621,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",5,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average instalment delay,"Average instalment delay is 289.33 days; its prepared detection value is +33.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 687 days. 50.0% of observed instalments were more than 30 days late.","The first review point is extreme average instalment delay: Average instalment delay is 289.33 days; its prepared detection value is +33.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 334621: start with extreme average instalment delay: average instalment delay is 289.33 days; its prepared detection value is +33.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MEAN,33.47153185658208,289.33 days,Uses original source values where available and observed history summaries otherwise
341227,345976,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",5,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme longest instalment delay,"Longest instalment delay is 2,651.00 days; its prepared detection value is +24.9 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 2,651 days. 12.5% of observed instalments were more than 30 days late.","The first review point is extreme longest instalment delay: Longest instalment delay is 2,651.00 days; its prepared detection value is +24.9 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 345976: start with extreme longest instalment delay: longest instalment delay is 2,651.00 days; its prepared detection value is +24.9 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile longest instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MAX,24.901217308385345,"2,651.00 days",Uses original source values where available and observed history summaries otherwise
346805,389515,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",5,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 532 days. 48.7% of observed instalments were late. The average payment is 60.3% of the amount due.,"The first review point is long instalment delay: The longest observed instalment delay is 532 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 389515: start with long instalment delay: the longest observed instalment delay is 532 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check when and why the late payments happened, then confirm that the proposed schedule is affordable. Check the previous-loan payment timeline for partial payments, reversals, and cure, then verify whether any related obligation is still open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review and Customer Assistance,No,PREV_REFUSED_COUNT,9.016897833281964,,Uses original source values where available and observed history summaries otherwise
347713,396048,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",5,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 967 days. Average days past due reaches 0.1 days in previous Home Credit card or POS history.,"The first review point is long instalment delay: The longest observed instalment delay is 967 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 396048: start with long instalment delay: the longest observed instalment delay is 967 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review and Customer Assistance,No,INST_DPD_MAX,8.981023721067453,,Uses original source values where available and observed history summaries otherwise
350253,411819,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",5,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average instalment delay,"Average instalment delay is 549.25 days; its prepared detection value is +63.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 2,193 days. 25.0% of observed instalments were more than 30 days late.","The first review point is extreme average instalment delay: Average instalment delay is 549.25 days; its prepared detection value is +63.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 411819: start with extreme average instalment delay: average instalment delay is 549.25 days; its prepared detection value is +63.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MEAN,63.64214380977276,549.25 days,Uses original source values where available and observed history summaries otherwise
350437,413017,cluster_2,History-Rich Credit User,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",5,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Late payments in bureau history,Bureau history shows 8.7% of months with a late payment and 7.4% with a severe late payment. 38.8% of observed instalments were late. The average payment is 71.2% of the amount due.,"The first review point is late payments in bureau history: Bureau history shows 8.7% of months with a late payment and 7.4% with a severe late payment. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 413017: start with late payments in bureau history: bureau history shows 8.7% of months with a late payment and 7.4% with a severe late payment. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Check when and why the late payments happened, then confirm that the proposed schedule is affordable. Check the previous-loan payment timeline for partial payments, reversals, and cure, then verify whether any related obligation is still open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review,No,PREV_COUNT,9.24715558819426,,Uses original source values where available and observed history summaries otherwise
351228,418609,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",5,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 655 days. 5.9% of observed instalments were more than 30 days late. Average days past due reaches 82.9 days in previous Home Credit card or POS history.,"The first review point is long instalment delay: The longest observed instalment delay is 655 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 418609: start with long instalment delay: the longest observed instalment delay is 655 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review and Customer Assistance,No,PREV_REFUSED_COUNT,9.016897833281964,,Uses original source values where available and observed history summaries otherwise
352173,427059,cluster_2,History-Rich Credit User,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",5,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme previous refusal count,"Previous refusal count is 23; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Average utilisation in previous Home Credit card accounts is 31.9% and the historical maximum is 100.0%. Average days past due reaches 0.1 days in previous Home Credit card or POS history.","The first review point is extreme previous refusal count: Previous refusal count is 23; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 427059: start with extreme previous refusal count: previous refusal count is 23; its prepared detection value is +12.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile previous refusal count and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Verify whether a revolving facility is still open. Only then obtain its current balance and payment status, assess capacity, and consider limit suitability. Historical utilisation alone does not prove financial distress. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Revolving Credit Review",No,PREV_REFUSED_COUNT,12.359776125482693,23,Uses original source values where available and observed history summaries otherwise
354936,446665,cluster_4,Historical Card-Use Intensity,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",5,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme annuity-to-income ratio,"Annuity-to-income ratio is 114.22%; its prepared detection value is +10.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Scheduled annuity equals 114.2% of reported income. Current-loan credit amount equals 22.3 times reported income.","The first review point is extreme annuity-to-income ratio: Annuity-to-income ratio is 114.22%; its prepared detection value is +10.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 446665: start with extreme annuity-to-income ratio: annuity-to-income ratio is 114.22%; its prepared detection value is +10.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile annuity-to-income ratio and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Confirm sustainable income and check whether the payments still work if income falls. Confirm all current obligations and check whether the applicant could still pay if income falls. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Senior Underwriter",No,ANNUITY_TO_INCOME,10.16267599630095,114.22%,Uses original source values where available and observed history summaries otherwise
183,100213,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",4,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Assessed (isolated),Affordability / repayment review,High-priority human review,Extreme average previous-account POS or cash-loan delay,"Average previous-account POS or cash-loan delay is 884.29 days; its prepared detection value is +15.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Bureau history shows 25.8% of months with a late payment and 14.2% with a severe late payment. Scheduled annuity equals 40.3% of reported income.","The first review point is extreme average previous-account pos or cash-loan delay: Average previous-account POS or cash-loan delay is 884.29 days; its prepared detection value is +15.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 100213: start with extreme average previous-account pos or cash-loan delay: average previous-account POS or cash-loan delay is 884.29 days; its prepared detection value is +15.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account POS or cash-loan delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Confirm sustainable income and check whether the payments still work if income falls. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Senior Underwriter",No,POS_SK_DPD_MEAN,15.147440949838469,884.29 days,Uses original source values where available and observed history summaries otherwise
191,100221,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Isolation Forest, Local Outlier Factor",4,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Assessed (not isolated),Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 481 days. Bureau history shows 6.4% of months with a late payment and 4.1% with a severe late payment. Average utilisation in previous Home Credit card accounts is 64.8% and the historical maximum is 105.4%.,"The first review point is long instalment delay: The longest observed instalment delay is 481 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 100221: start with long instalment delay: the longest observed instalment delay is 481 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Verify whether a revolving facility is still open. Only then obtain its current balance and payment status, assess capacity, and consider limit suitability. Historical utilisation alone does not prove financial distress. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Credit Review, Customer Assistance, and Revolving Credit Review",No,INST_DPD_MAX,4.38647854087951,,Uses original source values where available and observed history summaries otherwise
281,100324,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",4,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme longest instalment delay,"Longest instalment delay is 1,257.00 days; its prepared detection value is +11.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 1,257 days. 29.2% of observed instalments were late.","The first review point is extreme longest instalment delay: Longest instalment delay is 1,257.00 days; its prepared detection value is +11.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 100324: start with extreme longest instalment delay: longest instalment delay is 1,257.00 days; its prepared detection value is +11.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile longest instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check when and why the late payments happened, then confirm that the proposed schedule is affordable. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MAX,11.722624754512932,"1,257.00 days",Uses original source values where available and observed history summaries otherwise
478,100549,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",4,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average instalment delay,"Average instalment delay is 160.00 days; its prepared detection value is +18.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 1,760 days. 9.1% of observed instalments were more than 30 days late.","The first review point is extreme average instalment delay: Average instalment delay is 160.00 days; its prepared detection value is +18.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 100549: start with extreme average instalment delay: average instalment delay is 160.00 days; its prepared detection value is +18.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MEAN,18.45877464229805,160.00 days,Uses original source values where available and observed history summaries otherwise
785,100899,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",4,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme severely late instalment share,"Severely late instalment share is 33.33%; its prepared detection value is +21.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 93 days. 33.3% of observed instalments were more than 30 days late.","The first review point is extreme severely late instalment share: Severely late instalment share is 33.33%; its prepared detection value is +21.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 100899: start with extreme severely late instalment share: severely late instalment share is 33.33%; its prepared detection value is +21.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile severely late instalment share and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_SEVERE_LATE_RATIO,21.08965235789775,33.33%,Uses original source values where available and observed history summaries otherwise
875,101004,cluster_3,Larger-Loan Affordability,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Local Outlier Factor",4,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,High payment burden,Scheduled annuity equals 75.3% of reported income. Current-loan credit amount equals 10.8 times reported income. The average available external score is 0.177.,"The first review point is high payment burden: Scheduled annuity equals 75.3% of reported income. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 101004: start with high payment burden: scheduled annuity equals 75.3% of reported income. Confirm sustainable income and check whether the payments still work if income falls. Confirm all current obligations and check whether the applicant could still pay if income falls. Verify which external scores were observed and their source validity, then reconcile them with directly observed bureau, income, and repayment evidence. Do not use the combined mean as a reason code. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Senior Underwriter,No,OWN_CAR_AGE,6.794703458064385,,Uses original source values where available and observed history summaries otherwise
1267,101494,cluster_3,Larger-Loan Affordability,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",4,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,High payment burden,Scheduled annuity equals 68.7% of reported income. Current-loan credit amount equals 13.4 times reported income. Bureau history shows 16.7% of months with a late payment and 0.0% with a severe late payment.,"The first review point is high payment burden: Scheduled annuity equals 68.7% of reported income. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 101494: start with high payment burden: scheduled annuity equals 68.7% of reported income. Confirm sustainable income and check whether the payments still work if income falls. Confirm all current obligations and check whether the applicant could still pay if income falls. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Senior Underwriter and Credit Review,No,ANNUITY_TO_INCOME,5.351912654112887,,Uses original source values where available and observed history summaries otherwise
1394,101635,cluster_1,Repayment-Stress History,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",4,Detector consensus,Detector-consensus pattern,Contextual (unusual multivariate combination),Not assessed,Affordability / repayment review,High-priority human review,Long instalment delay,The longest observed instalment delay is 746 days. 6.2% of observed instalments were more than 30 days late. Average days past due reaches 210.7 days in previous Home Credit card or POS history.,"The first review point is long instalment delay: The longest observed instalment delay is 746 days. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified.","Applicant 101635: start with long instalment delay: the longest observed instalment delay is 746 days. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Check how often the delays happened, how recent they were, and whether the account was brought up to date. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Credit Review and Customer Assistance,No,CC_SK_DPD_MEAN,8.735646512706763,,Uses original source values where available and observed history summaries otherwise
1446,101701,cluster_1,Repayment-Stress History,"Adjusted IQR, Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",4,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme longest instalment delay,"Longest instalment delay is 1,358.00 days; its prepared detection value is +12.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 1,358 days. Current-loan credit amount equals 6.2 times reported income.","The first review point is extreme longest instalment delay: Longest instalment delay is 1,358.00 days; its prepared detection value is +12.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 101701: start with extreme longest instalment delay: longest instalment delay is 1,358.00 days; its prepared detection value is +12.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile longest instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Confirm all current obligations and check whether the applicant could still pay if income falls. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, Customer Assistance, and Senior Underwriter",No,INST_DPD_MAX,12.677458217885324,"1,358.00 days",Uses original source values where available and observed history summaries otherwise
1823,102135,cluster_4,Historical Card-Use Intensity,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",4,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account card balance,"Average previous-account card balance is 705,038.02; its prepared detection value is +10.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The average payment is 88.6% of the amount due. Average utilisation in previous Home Credit card accounts is 93.4% and the historical maximum is 104.7%.","The first review point is extreme average previous-account card balance: Average previous-account card balance is 705,038.02; its prepared detection value is +10.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 102135: start with extreme average previous-account card balance: average previous-account card balance is 705,038.02; its prepared detection value is +10.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account card balance and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check the previous-loan payment timeline for partial payments, reversals, and cure, then verify whether any related obligation is still open. Verify whether a revolving facility is still open. Only then obtain its current balance and payment status, assess capacity, and consider limit suitability. Historical utilisation alone does not prove financial distress. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Revolving Credit Review",No,CC_AMT_BALANCE_MEAN,10.35627094954609,"705,038.02",Uses original source values where available and observed history summaries otherwise
